tab	specimens
contribution_id	row_id	specimen	sample	experiments	volume	weight	igsn	igsn_parent	synthetic_alternatives	result_quality	method_codes	citations	meas_temp	meas_orient_theta	meas_orient_phi	azimuth	dip	critical_temp_type	critical_temp_mineral	critical_temp	critical_temp_low	critical_temp_high	hyst_loop	hyst_ms_mass	hyst_mr_mass	hyst_bcr	hyst_bc	hyst_xhf	mineral_type	description	hyst_bc_offset	instrument_codes	rem_hirm_mass	rem_sratio	rem_sratio_forward	rem_sratio_back	aniso_type	aniso_s	aniso_s_n_measurements	aniso_l	aniso_f	aniso_p	aniso_t
		siderite (Dyar) E48 Moss	siderite (Dyar) E48			0				g	LP-MASS	This Study																		data from the Mineral Spectroscopy database, Mt Holyoke College													
		siderite (Dyar) Hyde Moss	siderite (Dyar) Hyde			0				g	LP-MASS	This Study																		data from the Mineral Spectroscopy database, Mt Holyoke College													
		siderite_Dalizi-YP-01	siderite_Dalizi-YP		4.00000005960464E-7	0.00118700003623962			siderite_Dalizi-YP	g	LP-MASS:LP-VOL	This Study																	siderite														
		siderite_Roman-01	siderite_Roman		1.00000001490116E-7	0.000143900007009506			siderite_Roman	g	LP-MASS:LP-VOL	This Study																	siderite														
		siderite_unk-01	siderite_unk		1.00000001490116E-7	0.000100000001490116			siderite_unk	g	LP-MASS:LP-VOL	This Study																	siderite	mass unknown; arbitrary value of 100 mg used													
		siderite_Roman-01	siderite_Roman						siderite_Roman		SM-EYE:LP-X-H:LP-ZFC:LP-ZFC:LP-ZFC:LP-ZFC	This Study						Neel		34.13										by eye		IRM-BigRed											
		siderite_Roman-01	siderite_Roman						siderite_Roman		SM-1DMAX:LP-X-H:LP-ZFC:LP-ZFC:LP-ZFC:LP-ZFC	This Study						Neel		33.19										1st derivative minimum FC, remanence		IRM-BigRed											
		siderite_unk-01	siderite_unk						siderite_unk		SM-1DMAX:LP-FC:LP-ZFC:LP-CW-SIRM:LP-MC:LP-CW-SIRM:LP-MC	This Study						Neel		38.06										1st derivative minimum FC, remanence		IRM-OldBlue											
>>>>>>>>>>
tab	samples
sample	site	azimuth	dip	lat	lon	height	description	citations
siderite (Dyar) E48	RMB siderite (FeCO3)		90				Siderite E48. Sample courtesy of David Turner.	This study
siderite (Dyar) Hyde	RMB siderite (FeCO3)		90				Brendt Hyde Siderite	This study
>>>>>>>>>>
tab	sites
site	location	lat	lon	elevation	description	citations
RMB siderite (FeCO3)	RMB carbonates		0			This study
>>>>>>>>>>
tab	locations
location	lat_s	lon_w	lat_n	lon_e	description	citations
RMB carbonates						This study
>>>>>>>>>>
tab	measurements
contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-69	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	69	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										249.98		1.00		3.000e-4																																							1.125e-6		3.176e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-70	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	70	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										249.98		10.00		3.000e-4																																							1.125e-6		6.240e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-71	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	71	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										249.98		99.90		3.000e-4																																							1.125e-6		-3.166e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-72	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	72	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										259.99		1.00		3.000e-4																																							1.096e-6		3.337e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-73	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	73	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										259.99		10.00		3.000e-4																																							1.095e-6		6.992e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-74	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	74	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										259.99		99.90		3.000e-4																																							1.094e-6		-1.350e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-75	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	75	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										269.99		1.00		3.000e-4																																							1.068e-6		3.583e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-76	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	76	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										269.99		10.00		3.000e-4																																							1.067e-6		7.214e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-77	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	77	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										269.99		99.90		3.000e-4																																							1.067e-6		-6.522e-11		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-78	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	78	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										279.99		1.00		3.000e-4																																							1.042e-6		3.702e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-79	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	79	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										279.99		10.00		3.000e-4																																							1.041e-6		7.532e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-80	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	80	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										279.99		99.90		3.000e-4																																							1.040e-6		1.047e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-81	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	81	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										289.99		1.00		3.000e-4																																							1.018e-6		4.034e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-82	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	82	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										289.99		10.00		3.000e-4																																							1.017e-6		7.881e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-83	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	83	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										289.99		99.90		3.000e-4																																							1.016e-6		2.755e-11		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-84	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	84	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										299.99		1.00		3.000e-4																																							9.963e-7		3.404e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-85	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	85	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										299.99		10.00		3.000e-4																																							9.956e-7		8.214e-10		2001-09-22T15:55:48.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811-9811-86	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9811	siderite_Dalizi-YP-01	86	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										299.99		99.90		3.000e-4																																							9.945e-7		-3.093e-10		2001-09-22T15:55:48.000-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-0	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										20							0																							0.9026					0.0069944397641112												2001-09-21T00:49:20.729-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-1	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										25.36							0																							0.9022					0.00658736310025274												2001-09-21T00:49:20.730-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-2	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										31.44							0																							0.9024					0.00576377422072452												2001-09-21T00:49:20.731-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-3	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										35.52							0																							0.9021					0.00487304128053917												2001-09-21T00:49:20.731-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-4	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										41.57							0																							0.8976					0.000697481044650379												2001-09-21T00:49:20.733-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-5	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										45.55							0																							0.8978					0.000693058129738837												2001-09-21T00:49:20.733-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-6	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										50.6							0																							0.8977					0.000689991575400168												2001-09-21T00:49:20.733-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-7	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										55.48							0																							0.8977					0.000687523167649537												2001-09-21T00:49:20.734-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-8	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										60.48							0																							0.8978					0.00068413647851727												2001-09-21T00:49:20.735-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-9	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										65.5							0																							0.8978					0.000680235888795282												2001-09-21T00:49:20.735-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-10	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										70.5							0																							0.8979					0.000676006739679865												2001-09-21T00:49:20.736-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-11	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										75.43							0																							0.8977					0.000671811288963774												2001-09-21T00:49:20.737-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-12	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										80.58							0																							0.8976					0.000667236731255265												2001-09-21T00:49:20.738-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-13	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										85.39							0																							0.8975					0.00066267902274642												2001-09-21T00:49:20.738-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-14	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										90.47							0																							0.8977					0.00065732097725358												2001-09-21T00:49:20.739-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-15	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										95.43							0																							0.8978					0.000651802864363943												2001-09-21T00:49:20.740-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-16	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										100.48							0																							0.8976					0.000645526537489469												2001-09-21T00:49:20.740-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-17	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										105.55							0																							0.8975					0.000638980623420387												2001-09-21T00:49:20.741-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-18	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										110.51							0																							0.8977					0.000630556023588879												2001-09-21T00:49:20.742-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-19	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										115.44							0																							0.8978					0.000619991575400168												2001-09-21T00:49:20.742-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-20	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										120.43							0																							0.8978					0.000606807076663858												2001-09-21T00:49:20.743-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-21	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										125.49							0																							0.8999					0.000550985678180286												2001-09-21T00:49:20.744-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-22	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										131.43							0																							0.9003					5.25088458298231E-5												2001-09-21T00:49:20.744-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-23	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										135.34							0																							0.8981					4.73066554338669E-5												2001-09-21T00:49:20.745-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-24	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										140.47							0																							0.8984					4.55593934288121E-5												2001-09-21T00:49:20.746-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-25	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										145.51							0																							0.8987					4.43260320134794E-5												2001-09-21T00:49:20.747-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-26	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										150.34							0																							0.8991					4.32898062342039E-5												2001-09-21T00:49:20.747-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-27	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										155.46							0																							0.9021					4.19300758213985E-5												2001-09-21T00:49:20.748-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-28	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										160.5							0																							0.9001					4.13049705139006E-5												2001-09-21T00:49:20.749-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-29	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										165.46							0																							0.9013					4.05240101095198E-5												2001-09-21T00:49:20.749-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-30	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										170.57							0																							0.9005					3.96411120471778E-5												2001-09-21T00:49:20.750-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-31	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										175.49							0																							0.8988					3.90016849199663E-5												2001-09-21T00:49:20.751-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-32	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										180.45							0																							0.8999					3.83437236731255E-5												2001-09-21T00:49:20.751-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-33	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										185.54							0																							0.8997					3.77017691659646E-5												2001-09-21T00:49:20.752-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-34	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										190.53							0																							0.8987					3.71103622577928E-5												2001-09-21T00:49:20.753-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-35	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										195.52							0																							0.8998					3.64827295703454E-5												2001-09-21T00:49:20.753-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-36	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										200.53							0																							0.9003					3.58913226621735E-5												2001-09-21T00:49:20.754-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-37	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										205.44							0																							0.9035					3.5005897219882E-5												2001-09-21T00:49:20.755-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-38	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										210.39							0																							0.9					3.47994945240101E-5												2001-09-21T00:49:20.756-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-39	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										215.51							0																							0.9009					3.42586352148273E-5												2001-09-21T00:49:20.756-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-40	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										220.41							0																							0.8993					3.37952822240944E-5												2001-09-21T00:49:20.757-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-41	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										225.55							0																							0.9002					3.32628475147431E-5												2001-09-21T00:49:20.758-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-42	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										230.49							0																							0.9006					3.28281381634372E-5												2001-09-21T00:49:20.758-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-43	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										235.48							0																							0.8997					3.24304970513901E-5												2001-09-21T00:49:20.759-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-44	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										240.5							0																							0.9015					3.1955349620893E-5												2001-09-21T00:49:20.760-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-45	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										245.48							0																							0.901					3.15686604886268E-5												2001-09-21T00:49:20.760-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-46	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										250.41							0																							0.9007					3.13572030328559E-5												2001-09-21T00:49:20.761-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-47	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										255.4							0																							0.898					3.01659646166807E-5												2001-09-21T00:49:20.762-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-48	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										260.4							0																							0.8973					2.94119629317607E-5												2001-09-21T00:49:20.763-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-49	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										265.37							0																							0.8986					2.84363942712721E-5												2001-09-21T00:49:20.763-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-50	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										270.49							0																							0.8994					2.73816343723673E-5												2001-09-21T00:49:20.764-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-51	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										275.5							0																							0.8942					2.68096040438079E-5												2001-09-21T00:49:20.765-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-52	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										280.61							0																							0.8944					2.63656276326874E-5												2001-09-21T00:49:20.765-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-53	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										285.48							0																							0.8932					2.60960404380792E-5												2001-09-21T00:49:20.766-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-54	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										290.48							0																							0.8949					2.57826453243471E-5												2001-09-21T00:49:20.767-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-55	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										295.42							0																							0.8934					2.5452401010952E-5												2001-09-21T00:49:20.767-05:00					
		siderite_Dalizi-YP-01-LP-ZFC-DC-9812-0-56	siderite_Dalizi-YP-01-LP-ZFC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-ZFC	IRM-OldBlue			This study																										300.05							0																							0.8929					2.47472620050548E-5												2001-09-21T00:49:20.772-05:00					
		siderite_Dalizi-YP-01-LP-FC-DC-9812-1-0	siderite_Dalizi-YP-01-LP-FC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-FC	IRM-OldBlue			This study																										20							0																							0.9005					0.0842965459140691												2001-09-21T00:49:20.815-05:00					
		siderite_Dalizi-YP-01-LP-FC-DC-9812-1-1	siderite_Dalizi-YP-01-LP-FC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-FC	IRM-OldBlue			This study																										25.51							0																							0.9					0.0786663858466723												2001-09-21T00:49:20.816-05:00					
		siderite_Dalizi-YP-01-LP-FC-DC-9812-1-2	siderite_Dalizi-YP-01-LP-FC-DC-9812	siderite_Dalizi-YP-01		u	g	LP-FC	IRM-OldBlue			This study																										30.55							0																							0.8999					0.0672544229149115												2001-09-21T00:49:20.817-05:00					
